sacc pident length qstart qend sstart send bitscore evalue stitle
KY123651.1	99.392	18243	1	18231	137896	119654	33063	0.0
MW197155.1	99.392	18243	1	18231	137962	119720	33063	0.0
MW528463.1	99.402	18231	1	18231	137915	119685	33063	0.0
JX512200.1	99.392	18242	1	18230	135806	117565	33061	0.0
KY490078.1	99.392	18244	1	18231	137879	119639	33061	0.0
KY490079.1	99.392	18243	1	18231	138143	119905	33059	0.0
GU179291.1	99.397	18231	1	18231	138081	119851	33057	0.0
JX512208.1	99.397	18231	1	18231	138228	119998	33057	0.0
KX544841.1	99.397	18231	1	18231	46690	64920	33057	0.0
KY490067.1	99.386	18244	1	18231	137849	119606	33057	0.0
KY490083.1	99.386	18243	1	18231	138070	119828	33057	0.0
MK425187.1	99.397	18231	1	18231	138218	119988	33057	0.0
MT649471.1	99.397	18231	1	18231	138042	119812	33057	0.0
OK000910.1	99.397	18231	1	18231	138180	119950	33057	0.0
KJ361955.1	99.386	18243	1	18231	137973	119735	33054	0.0
KP745672.1	99.391	18231	1	18231	138302	120072	33052	0.0
KP745722.1	99.391	18231	1	18231	138061	119831	33052	0.0
GQ221973.1	99.381	18244	1	18231	138138	119899	33048	0.0
JX512198.1	99.381	18244	1	18231	132729	114490	33048	0.0
MT649469.1	99.386	18233	1	18231	138153	119921	33048	0.0
KP745705.1	99.375	18243	1	18231	137923	119681	33046	0.0
KX544832.1	99.381	18243	1	18231	138112	119876	33046	0.0
KX544834.1	99.381	18243	1	18231	137982	119746	33046	0.0
MT044482.1	99.386	18231	1	18231	138214	119984	33046	0.0
KP745644.1	99.386	18231	1	18231	138166	119939	33043	0.0
KJ361949.1	99.370	18243	1	18231	138352	120110	33041	0.0
AY446894.2	99.364	18243	1	18231	138262	120020	33035	0.0
KM192298.1	99.364	18243	1	18231	138212	119970	33035	0.0
KM192299.1	99.364	18243	1	18231	138212	119970	33035	0.0
KM192300.1	99.364	18243	1	18231	137698	119456	33035	0.0
KM192301.1	99.364	18243	1	18231	138212	119970	33035	0.0
KM192302.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP745664.1	99.370	18243	1	18231	137622	119386	33035	0.0
KP745673.1	99.364	18243	1	18231	138109	119867	33035	0.0
KP745684.1	99.370	18243	1	18231	137602	119366	33035	0.0
KP745685.1	99.370	18243	1	18231	137828	119592	33035	0.0
KP745714.1	99.370	18243	1	18231	138017	119781	33035	0.0
KP745718.1	99.370	18243	1	18231	137870	119634	33035	0.0
KU221090.1	99.364	18243	1	18231	138212	119970	33035	0.0
KU221091.1	99.364	18243	1	18231	138212	119970	33035	0.0
KU221092.1	99.364	18243	1	18231	138212	119970	33035	0.0
KU221093.1	99.364	18243	1	18231	138212	119970	33035	0.0
KU221094.1	99.364	18243	1	18231	138212	119970	33035	0.0
KU221095.1	99.364	18243	1	18231	138212	119970	33035	0.0
KU221096.1	99.364	18243	1	18231	138212	119970	33035	0.0
KU221097.1	99.364	18243	1	18231	138212	119970	33035	0.0
KU221098.1	99.364	18243	1	18231	138212	119970	33035	0.0
KU221099.1	99.364	18243	1	18231	138212	119970	33035	0.0
KU221100.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973623.1	99.364	18243	1	18231	137815	119573	33035	0.0
KP973624.1	99.364	18243	1	18231	137815	119573	33035	0.0
KP973625.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973626.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973627.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973628.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973629.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973630.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973631.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973632.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973633.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973634.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973635.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973636.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973637.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973638.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973639.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973640.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973641.1	99.364	18243	1	18231	138212	119970	33035	0.0
KP973642.1	99.364	18243	1	18231	138212	119970	33035	0.0
GU179001.1	99.364	18243	1	18231	138211	119969	33035	0.0
KT726952.2	99.364	18243	1	18231	138118	119876	33035	0.0
KY490070.1	99.370	18243	1	18231	138064	119828	33035	0.0
MF084223.1	99.364	18243	1	18231	137961	119719	33035	0.0
NC_006273.2	99.364	18243	1	18231	138262	120020	33035	0.0
OK000909.1	99.364	18243	1	18231	138267	120025	33035	0.0
KP745647.1	99.359	18243	1	18231	138305	120063	33033	0.0
KJ361964.1	99.364	18243	1	18231	138272	120032	33033	0.0
KP745643.1	99.364	18244	1	18231	137997	119758	33032	0.0
KY490087.1	99.364	18244	1	18231	138440	120201	33032	0.0
KY123652.1	99.359	18243	1	18231	138095	119853	33030	0.0
MT044483.1	99.364	18243	1	18231	137466	119230	33030	0.0
KJ361947.1	99.359	18243	1	18231	138323	120084	33026	0.0
KJ361951.1	99.359	18243	1	18231	138160	119921	33026	0.0
KX544835.1	99.364	18243	1	18231	137960	119727	33026	0.0
KY490065.1	99.359	18244	1	18231	137969	119730	33026	0.0
JX512199.1	99.359	18243	1	18231	137925	119689	33024	0.0
KY490081.1	99.353	18243	1	18231	138113	119871	33024	0.0
MW528461.1	99.359	18243	1	18231	137529	119293	33024	0.0
KJ361946.1	99.359	18243	1	18231	137826	119593	33021	0.0
KY490080.1	99.348	18244	1	18231	138319	120076	33019	0.0
MT649468.1	99.348	18243	1	18231	137685	119443	33019	0.0
ON119198.1	99.353	18244	1	18231	138219	119983	33019	0.0
KX544837.1	99.353	18243	1	18231	137787	119552	33017	0.0
KC519322.1	99.348	18244	1	18231	137821	119582	33015	0.0
KC519323.1	99.348	18243	1	18231	138065	119826	33015	0.0
MT044478.1	99.348	18244	1	18231	138081	119842	33015	0.0
ON119192.1	99.348	18244	1	18231	138211	119972	33015	0.0
KJ361970.1	99.342	18243	1	18231	138246	120008	33009	0.0
KY490062.1	99.342	18243	1	18231	137393	119154	33009	0.0
MT649472.1	99.337	18243	1	18231	138116	119878	33004	0.0
KP745699.1	99.331	18247	1	18231	137741	119499	33002	0.0
KJ361959.1	99.331	18243	1	18231	138261	120019	33002	0.0
KP745646.1	99.331	18246	1	18231	138042	119801	33000	0.0
KJ361952.1	99.331	18245	1	18231	138183	119942	33000	0.0
JX512206.1	99.331	18244	1	18231	138299	120060	32998	0.0
KR534203.1	99.326	18243	1	18231	138000	119758	32997	0.0
KJ872542.1	99.326	18244	1	18231	138133	119890	32997	0.0
KT726954.2	99.326	18248	1	18231	138181	119938	32997	0.0
KY490063.1	99.326	18243	1	18231	138128	119886	32997	0.0
ON119193.1	99.326	18243	1	18231	138257	120015	32997	0.0
KP745689.1	99.326	18246	1	18231	138109	119868	32995	0.0
KP745662.1	99.326	18243	1	18231	138030	119791	32993	0.0
KP745701.1	99.326	18243	1	18231	138175	119936	32993	0.0
MT044479.1	99.326	18243	1	18231	138151	119912	32993	0.0
GU179290.1	99.320	18247	1	18231	137647	119405	32991	0.0
KU550090.1	99.320	18243	1	18231	137859	119617	32991	0.0
KY490068.1	99.320	18244	1	18231	137908	119671	32985	0.0
MW197154.1	99.320	18243	1	18231	137920	119684	32985	0.0
ON119197.1	99.315	18246	1	18231	138227	119986	32984	0.0
KJ361958.1	99.309	18243	1	18231	137965	119723	32980	0.0
KT726940.2	99.309	18243	1	18231	137999	119757	32980	0.0
KT726948.2	99.309	18244	1	18231	137916	119677	32976	0.0
ON119199.1	99.309	18243	1	18231	138266	120027	32976	0.0
KP745653.1	99.304	18244	1	18231	138108	119865	32974	0.0
KP745650.1	99.304	18243	1	18231	138093	119855	32971	0.0
KP745651.1	99.304	18243	1	18231	138091	119853	32971	0.0
KR534210.1	99.304	18243	1	18231	138295	120057	32971	0.0
KY490064.1	99.304	18244	1	18231	138139	119900	32971	0.0
KP745671.1	99.304	18244	1	18231	137868	119632	32969	0.0
KP745678.1	99.309	18243	1	18231	138109	119879	32969	0.0
KJ361953.1	99.309	18243	1	18231	138200	119971	32967	0.0
MT070139.1	99.298	18243	1	18231	136810	118572	32965	0.0
KT634296.1	99.293	18247	1	18231	137535	119293	32963	0.0
KP745708.1	99.293	18243	1	18231	138165	119927	32960	0.0
KP745717.1	99.293	18243	1	18231	137933	119694	32960	0.0
KP745686.1	99.298	18243	1	18231	138165	119935	32958	0.0
KJ361954.1	99.287	18244	1	18231	138193	119951	32958	0.0
KJ361957.1	99.293	18243	1	18231	138018	119781	32958	0.0
KR534206.1	99.298	18243	1	18231	137933	119703	32958	0.0
MW980585.1	99.287	18244	1	18231	138105	119863	32958	0.0
ON119195.1	99.287	18244	1	18231	138256	120015	32956	0.0
KP745691.1	99.292	18231	1	18231	138095	119865	32952	0.0
KR534200.1	99.287	18244	1	18231	138078	119843	32950	0.0
KR534212.1	99.282	18243	1	18231	137879	119641	32949	0.0
KT726942.2	99.282	18243	1	18231	138549	120310	32949	0.0
KR534197.1	99.287	18243	1	18231	137655	119425	32947	0.0
KJ361969.1	99.276	18244	1	18231	138104	119865	32943	0.0
KT726946.2	99.276	18243	1	18231	138243	120004	32943	0.0
ON119190.1	99.276	18244	1	18231	138259	120020	32943	0.0
GQ221974.1	99.271	18244	1	18231	138083	119841	32941	0.0
KP745721.1	99.271	18244	1	18231	137636	119397	32937	0.0
KT726944.2	99.271	18244	1	18231	138052	119813	32937	0.0
KJ361960.1	99.265	18243	1	18231	138130	119888	32936	0.0
KP745676.1	99.265	18243	1	18231	138149	119910	32932	0.0
KP745690.1	99.266	18244	1	18231	138137	119898	32932	0.0
KY490082.1	99.260	18243	1	18231	137903	119661	32930	0.0
ON119196.1	99.260	18243	1	18231	138217	119975	32930	0.0
KP745641.1	99.255	18245	1	18231	138207	119967	32923	0.0
MT649473.1	99.255	18244	1	18231	138200	119961	32921	0.0
KY490071.1	99.260	18231	1	18231	137943	119713	32919	0.0
KY490076.1	99.249	18244	1	18231	137989	119746	32919	0.0
KP745706.1	99.244	18244	1	18231	137982	119739	32913	0.0
KY490061.1	99.244	18243	1	18231	137837	119595	32913	0.0
MW528459.1	99.244	18243	1	18231	138239	119997	32913	0.0
KP745655.1	99.238	18243	1	18231	138401	120159	32912	0.0
KP745667.1	99.244	18244	1	18231	138207	119967	32912	0.0
KR534211.1	99.244	18243	1	18231	138111	119871	32912	0.0
KX544838.1	99.255	18243	1	18231	137961	119733	32912	0.0
OV100760.1	99.249	18243	1	18231	138050	119821	32906	0.0
KY123653.1	99.232	18231	1	18231	138101	119871	32891	0.0
MT649470.1	99.232	18231	1	18231	138100	119870	32891	0.0
JX512197.1	99.232	18231	1	18231	137872	119645	32888	0.0
KT726951.2	99.211	18243	1	18231	138116	119874	32880	0.0
KP745633.1	99.200	18243	1	18231	138071	119829	32869	0.0
AC146904.1	99.189	18244	1	18231	90057	108297	32856	0.0
KJ361967.1	99.194	18245	1	18231	137986	119752	32856	0.0
KP745694.1	99.183	18243	1	18231	138062	119820	32853	0.0
KY123649.1	99.183	18245	1	18231	138108	119874	32845	0.0
AC146906.1	99.172	18243	1	18231	173950	155711	32838	0.0
KF021605.1	99.172	18243	1	18231	138282	120043	32838	0.0
KP745697.1	99.172	18243	1	18231	138115	119876	32838	0.0
KT726941.2	99.172	18246	1	18231	138365	120126	32838	0.0
MN075802.1	99.172	18243	1	18231	138286	120047	32838	0.0
KP745681.1	99.167	18243	1	18231	137691	119449	32836	0.0
MW197157.1	99.162	18249	1	18231	137821	119577	32832	0.0
KP745727.1	99.161	18244	1	18231	138267	120028	32827	0.0
KP745635.1	99.162	18248	1	18231	138014	119777	32825	0.0
KJ361948.1	99.162	18248	1	18231	138044	119807	32825	0.0
KX544831.1	99.161	18243	1	18231	137416	119180	32825	0.0
KT726949.2	99.162	18248	1	18231	138025	119788	32825	0.0
KY490086.1	99.156	18248	1	18231	137727	119484	32825	0.0
MT044480.1	99.156	18247	1	18231	138302	120059	32825	0.0
KP745637.1	99.150	18246	1	18231	138121	119879	32819	0.0
KP745723.1	99.150	18243	1	18231	137561	119319	32819	0.0
KP745659.1	99.145	18243	1	18231	138065	119823	32814	0.0
KP745702.1	99.145	18243	1	18231	138103	119861	32814	0.0
KP745700.1	99.139	18243	1	18231	138054	119812	32808	0.0
KP745645.1	99.134	18250	1	18231	138254	120008	32806	0.0
KC519319.1	99.139	18244	1	18231	137995	119759	32803	0.0
KJ426589.1	99.129	18245	1	18231	138595	120355	32795	0.0
KP745724.1	99.128	18243	1	18231	138005	119766	32793	0.0
KY490088.1	99.123	18244	1	18231	137964	119726	32788	0.0
OV100763.1	99.112	18243	1	18231	138211	119972	32777	0.0
KJ361950.1	99.101	18244	1	18231	138168	119928	32768	0.0
ON119191.1	99.101	18243	1	18231	138236	119998	32766	0.0
KX544833.1	99.101	18243	1	18231	137932	119695	32764	0.0
MW528460.1	99.101	18245	1	18231	138148	119914	32762	0.0
KP745640.1	99.096	18243	1	18231	138245	120006	32760	0.0
KP745663.1	99.095	18242	2	18231	137668	119431	32758	0.0
KP745707.1	99.090	18243	1	18231	137949	119710	32755	0.0
KJ361963.1	99.090	18245	1	18231	137961	119727	32751	0.0
JN379816.1	99.074	18243	1	18231	136069	117827	32742	0.0
HQ380895.1	99.068	18243	1	18231	137999	119760	32732	0.0
JN379815.1	99.052	18244	1	18231	136976	118734	32720	0.0
MF084224.1	99.052	18244	1	18231	137963	119724	32716	0.0
KR534205.1	99.035	18245	1	18231	138171	119928	32703	0.0
KT726955.2	99.035	18233	1	18231	138070	119838	32694	0.0
KJ361966.1	99.003	18247	1	18231	138309	120064	32672	0.0
KP745658.1	98.997	18243	1	18231	137710	119468	32664	0.0
KP745687.1	98.997	18243	1	18231	137707	119465	32664	0.0
MT044485.1	98.909	18248	1	18231	138415	120171	32577	0.0
FJ527563.1	98.882	18244	1	18231	137912	119673	32544	0.0
MN900952.1	98.882	18244	1	18231	137418	119179	32544	0.0
MN920393.1	98.882	18244	1	18231	137417	119178	32544	0.0
BK000394.5	98.876	18244	1	18231	137888	119649	32539	0.0
AC146999.1	98.871	18244	1	18231	83691	101930	32533	0.0
MK213797.1	98.871	18244	1	18231	83691	101930	32533	0.0
KU317610.1	98.865	18244	1	18231	137888	119649	32528	0.0
AX686187.1	98.865	18244	1	18231	136955	118718	32526	0.0
X17403.1	98.865	18244	1	18231	136955	118718	32526	0.0
MZ327301.1	98.854	18244	1	18231	134482	116243	32516	0.0
GQ221975.1	98.827	18244	1	18231	138328	120098	32481	0.0
MW528462.1	98.816	18243	1	18231	137722	119483	32478	0.0
KY490069.1	98.822	18244	1	18231	138324	120094	32476	0.0
KP745728.1	98.811	18244	1	18231	138379	120149	32465	0.0
KJ872539.1	98.811	18244	1	18231	138295	120065	32465	0.0
MW528464.1	98.728	18243	1	18231	137863	119622	32391	0.0
KU550088.1	98.706	18243	2	18231	137750	119521	32358	0.0
KY490066.1	98.684	18243	1	18231	138055	119814	32347	0.0
KR534208.1	98.668	18244	1	18231	137927	119685	32332	0.0
KP745639.1	98.657	18243	1	18231	137885	119643	32321	0.0
MT044476.1	98.652	18244	1	18231	138458	120216	32315	0.0
KP745715.1	98.646	18246	1	18231	138085	119841	32311	0.0
KP745698.1	98.646	18244	1	18231	137919	119676	32310	0.0
KT726953.2	98.646	18244	1	18231	137816	119573	32310	0.0
JX512205.1	98.652	18244	2	18231	138147	119911	32308	0.0
KP745649.1	98.641	18243	1	18231	137755	119513	32304	0.0
KP745703.1	98.630	18245	1	18231	137827	119583	32295	0.0
KP745674.1	98.613	18242	2	18231	138003	119769	32267	0.0
KY490075.1	98.591	18244	2	18231	138280	120044	32247	0.0
KJ361968.1	98.515	18246	1	18231	137735	119491	32178	0.0
KJ361971.1	98.493	18246	1	18231	137899	119662	32149	0.0
KP745669.1	98.432	18243	1	18231	138169	119927	32094	0.0
KU550089.1	98.421	18245	1	18231	138292	120049	32082	0.0
KP745682.1	98.416	18247	1	18231	138253	120011	32077	0.0
LY505272.1	99.208	17794	1	17782	136780	118990	32064	0.0
MA762834.1	99.208	17794	1	17782	136780	118990	32064	0.0
LY731000.1	99.208	17794	1	17782	136780	118990	32064	0.0
OF231933.1	99.208	17794	1	17782	136780	118990	32064	0.0
KR534202.1	98.378	18245	1	18231	137363	119120	32038	0.0
KP745668.1	98.356	18244	1	18231	137814	119572	32016	0.0
GU980198.1	98.361	18246	1	18231	143275	125040	32014	0.0
KP745675.1	98.345	18244	1	18231	137820	119578	32005	0.0
KP745696.1	98.345	18244	1	18231	137821	119579	32005	0.0
KR534199.1	98.345	18243	1	18231	137848	119607	32003	0.0
KR534209.1	98.334	18247	1	18231	137904	119662	31994	0.0
MK422176.1	98.339	18245	1	18231	138832	120596	31994	0.0
KJ361962.1	98.328	18246	1	18231	137861	119617	31990	0.0
KT726947.2	98.334	18250	1	18231	137776	119537	31990	0.0
MW197156.1	98.323	18247	1	18231	137641	119399	31983	0.0
KP745660.1	98.312	18243	1	18231	137654	119416	31968	0.0
MK290742.1	98.284	18244	1	18231	137931	119691	31942	0.0
KP745713.1	98.284	18245	1	18231	138297	120060	31938	0.0
KP745677.1	98.279	18246	1	18231	138004	119767	31933	0.0
OK000911.1	98.279	18244	1	18231	137056	118819	31933	0.0
KP745656.1	98.279	18246	1	18231	137934	119703	31927	0.0
KP745704.1	98.268	18247	1	18231	138213	119970	31927	0.0
KP745725.1	98.273	18244	1	18231	138169	119940	31920	0.0
JN379814.1	98.246	18244	1	18231	137175	118932	31905	0.0
MK290744.1	98.213	18245	1	18231	138169	119925	31874	0.0
MK290743.1	98.208	18243	1	18231	138234	119996	31863	0.0
KC519321.1	98.197	18244	1	18231	137823	119588	31848	0.0
KP745661.1	98.191	18243	1	18231	137684	119449	31842	0.0
KY490072.1	98.180	18244	1	18231	138059	119821	31835	0.0
KR534204.1	98.164	18244	2	18231	137601	119359	31820	0.0
KJ872541.1	98.169	18245	1	18231	138288	120054	31820	0.0
OK000912.1	98.164	18245	1	18231	132878	114639	31818	0.0
KP745648.1	98.158	18243	1	18231	137967	119729	31813	0.0
KP745709.1	98.153	18244	1	18231	138033	119794	31807	0.0
KT726950.2	98.142	18245	1	18231	137910	119669	31798	0.0
KT726943.2	98.136	18244	1	18231	138050	119812	31791	0.0
KP745634.1	98.126	18245	1	18231	137961	119722	31780	0.0
GQ396662.1	98.125	18243	1	18231	138254	120017	31778	0.0
JX512202.1	98.109	18245	1	18231	137754	119511	31767	0.0
KR534207.1	98.109	18245	1	18231	137821	119578	31767	0.0
KP745638.1	98.104	18245	1	18231	138093	119850	31761	0.0
KT726945.2	98.109	18244	1	18231	137589	119357	31757	0.0
KR534213.1	98.098	18245	1	18231	138159	119916	31756	0.0
OV100762.1	98.098	18245	1	18231	138167	119924	31756	0.0
KP745726.1	98.098	18245	1	18231	137933	119694	31752	0.0
KY490085.1	98.103	18244	1	18231	138003	119771	31752	0.0
AC146905.1	98.098	18244	1	18231	85378	103610	31746	0.0
KX101023.1	98.098	18244	1	18231	137523	119291	31746	0.0
GU937742.2	98.098	18244	1	18231	137904	119672	31746	0.0
KY002200.1	98.098	18244	1	18231	136281	118049	31746	0.0
KY002201.1	98.098	18244	1	18231	138181	119949	31746	0.0
KJ872540.1	98.098	18244	1	18231	137699	119467	31746	0.0
MF783090.1	98.098	18244	1	18231	137903	119671	31746	0.0
MF783091.1	98.098	18244	1	18231	138130	119898	31746	0.0
MF783092.1	98.098	18244	1	18231	137903	119671	31746	0.0
MF783093.1	98.098	18244	1	18231	138130	119898	31746	0.0
KP745695.1	98.076	18243	1	18231	137746	119508	31730	0.0
KU550087.1	98.076	18243	1	18231	137736	119498	31730	0.0
KT959235.1	98.065	18243	1	18231	138118	119880	31719	0.0
KP745683.1	98.065	18245	1	18231	137790	119556	31715	0.0
MT044477.1	98.027	18248	1	18231	137892	119649	31684	0.0
KX101022.1	97.994	18244	1	18231	137469	119234	31643	0.0
AY315197.2	97.966	18244	1	18231	136402	118163	31619	0.0
AC146851.1	97.966	18244	1	18231	171429	153190	31619	0.0
FJ616285.1	97.966	18244	1	18231	137443	119204	31619	0.0
KF493876.1	97.966	18244	1	18231	168349	150110	31619	0.0
KX101021.1	97.966	18244	1	18231	138004	119765	31619	0.0
GQ121041.1	97.966	18244	1	18231	137741	119502	31619	0.0
KF493877.1	97.966	18244	1	18231	168460	150221	31619	0.0
LT907985.2	97.966	18244	1	18231	137443	119204	31619	0.0
KX101024.1	97.961	18244	1	18231	138782	120543	31613	0.0
KX544836.1	97.917	18243	1	18231	137821	119592	31560	0.0
MT070138.1	99.205	14967	3277	18231	133580	118617	26965	0.0
MT070138.1	99.815	3237	1	3237	136813	133577	5945	0.0
MT649474.1	99.449	12518	1	12518	137949	125432	22735	0.0
MT649474.1	98.832	5566	12678	18231	125272	119707	9908	0.0
AH013698.2	98.658	6928	1	6928	95949	89022	12279	0.0
AH013698.2	98.363	5499	12746	18231	88921	83431	9636	0.0
FU763352.1	98.954	4493	1	4493	4493	1	8037	0.0
M25411.1	99.005	4320	8538	12857	1	4320	7740	0.0
FU763351.1	98.832	2826	5776	8601	2826	1	5036	0.0
GM832182.1	98.573	2663	15570	18231	1	2660	4704	0.0
M15120.1	98.573	2663	15570	18231	1	2660	4704	0.0
M81432.1	97.503	2603	13448	16038	1	2600	4433	0.0
BD375372.1	98.702	1926	15945	17869	9	1932	3415	0.0
DL174667.1	98.702	1926	15945	17869	9	1932	3415	0.0
DL230230.1	98.702	1926	15945	17869	9	1932	3415	0.0
GM832183.1	98.702	1926	15945	17869	9	1932	3415	0.0
M67443.1	98.702	1926	15945	17869	9	1932	3415	0.0
EU294463.1	99.087	1752	13887	15638	1	1752	3147	0.0
EU294464.1	98.696	1764	13887	15638	1	1764	3120	0.0
EU294465.1	98.696	1764	13887	15638	1	1764	3120	0.0
HW348144.1	99.644	1686	15910	17595	1	1686	3081	0.0
PA265962.1	99.644	1686	15910	17595	1	1686	3081	0.0
EU294461.1	98.243	1764	13887	15638	1	1761	3072	0.0
KJ743149.1	99.584	1684	15910	17593	1	1684	3072	0.0
AY223533.1	97.703	1785	461	2245	1785	1	3070	0.0
EF531301.1	99.407	1686	15910	17595	1	1686	3059	0.0
JA323448.1	99.407	1686	15910	17595	1	1686	3059	0.0
JC605494.1	99.407	1686	15910	17595	1	1686	3059	0.0
JC595847.1	99.407	1686	15910	17595	1	1686	3059	0.0
LF162281.1	99.407	1686	15910	17595	1	1686	3059	0.0
MQ252684.1	99.407	1686	15910	17595	1	1686	3059	0.0
CS079619.1	99.406	1683	15910	17592	1	1683	3053	0.0
DD357828.1	99.406	1683	15910	17592	1	1683	3053	0.0
DL079774.1	99.406	1683	15910	17592	1	1683	3053	0.0
FW568973.1	99.406	1683	15910	17592	1	1683	3053	0.0
AY301013.1	99.288	1686	15910	17595	1	1686	3048	0.0
A59179.1	97.902	1764	13887	15638	1	1761	3038	0.0
EU294462.1	97.902	1764	13887	15638	1	1761	3038	0.0
EU294468.1	97.902	1764	13887	15638	1	1761	3038	0.0
MP992486.1	99.048	1680	15913	17592	4	1683	3014	0.0
EU294466.1	97.506	1764	13887	15638	1	1758	2998	0.0
EU294467.1	97.506	1764	13887	15638	1	1758	2998	0.0
EU294469.1	97.506	1764	13887	15638	1	1758	2998	0.0
AF480884.1	83.327	2831	8292	11117	130007	127219	2569	0.0
AF480884.1	82.562	1858	3354	5185	135403	133566	1594	0.0
AF480884.1	84.719	1564	11217	12776	127071	125512	1557	0.0
AF480884.1	79.407	1753	15872	17604	122378	120663	1184	0.0
AF480884.1	84.833	1167	5926	7083	132561	131401	1160	0.0
AF480884.1	85.942	1003	12927	13924	125347	124356	1057	0.0
AF480884.1	87.042	710	2112	2816	136787	136080	795	0.0
AF480884.1	81.085	682	7584	8259	130753	130078	534	3.18e-149
NC_003521.1	83.327	2831	8292	11117	130007	127219	2569	0.0
